,vacancy_name,company_name,city,date,workplace_type,area,level,speciality,schedule,salary,python,sql,apache,java
869,Data Engineer   AWS- Hybrid Intelligence,Capgemini Engineering,"Барселона, Каталония, Испания",5 дней назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,1,0,0
870,Analyse-Ingenieur im Flugversuch (m/w/d),Airbus,"Донаувёрт, Бавария, Германия",1 день назад,Гибридный формат работы,Германия,middle,unknown,1,0,0,0,0,0
871,Data Platform DevOps Engineer,Jobs via eFinancialCareers,"Катовице, Силезия, Польша",1 месяц назад,Гибридный формат работы,Польша,middle,data engineer,1,0,1,0,0,1
872,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Ингольштадт, Бавария, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
873,Lead Data Machine Learning Engineer (m/w/d),EPAM Systems,Германия,4 дня назад,Удаленная работа,Германия,team lead,data engineer,1,0,1,1,1,0
874,Job | Data Engineer Individuals | Bruxelles,Belfius,"Брюссель, Брюссель, Бельгия",5 дней назад,Работа в офисе,Бельгия,middle,data engineer,1,0,0,1,0,0
875,Data Engineer BI BigData,Linea Directa Aseguradora,"Трес-Кантос, Мадрид (Автономное область), Испания",2 недели назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,1,0,1
876,Infrastructure Engineer / Site Reliability Engineer - Data Platforms,SentinelOne,"Прага, Прага, Чехия",6 дней назад,Удаленная работа,Чехия,middle,data engineer,1,0,1,0,0,0
877,"Technology Developer, Backbone Network&Premises (Helsinki, Tampere, Turku, Joensuu, Kokkola, muut)",Elisa,"Хельсинки, Уусимаа, Финляндия",2 дня назад,Гибридный формат работы,Финляндия,middle,unknown,1,0,1,1,0,0
878,Internship - Automation Data Integration Engineer,AbbVie,"Слайго, Графство Слайго, Ирландия",2 недели назад,Работа в офисе,Ирландия,junior,data engineer,1,0,0,0,0,0
879,Data Core technical authority engineer,Vodafone,"Дублин, Графство Дублин, Ирландия",2 недели назад,Гибридный формат работы,Ирландия,middle,data engineer,1,0,0,0,0,0
880,Bioinformatics Data Engineer,VITO,"Мол, Фландерс, Бельгия",5 дней назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,1,1,0,1
881,Azure Data Platform Engineer,Nationale-Nederlanden,"Гаага, Южная Голландия, Голландия",1 месяц назад,Гибридный формат работы,Голландия,middle,data engineer,1,0,1,1,0,0
882,"Cloud Data Engineer (m/w/d) - GCP/AWS, Python/Java",Venturi,"Берлин, Германия",2 дня назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,0,0,1
883,Data Developer for Databricks projects,Solita,"Куопио, Северное Саво, Финляндия",5 дней назад,Работа в офисе,Финляндия,middle,unknown,1,0,0,0,1,0
884,Data engineer 6 ans d’expérience,Société Free-Work,Франция,1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,0,0,0,0
885,Stage Data Engineer AZURE & DATABRICKS (H/F),Tata Consultancy Services,Франция,4 дня назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,0
886,Deutsche Bahn AG: Data Engineer:in Data Analytics und Intelligence,HeyJobs,Германия,1 неделю назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,0
887,Data Engineer Teradata H/F,LINCOLN,"Севр, Иль-де-Франс, Франция",1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
888,"Stage – Data Engineer – Lyon, France (H/F)",Astek,"Лион, Овернь-Рона-Альпы, Франция",2 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,1,0,1
889,Machine Learning / Data Engineer,Nextail,Испания,3 недели назад,Удаленная работа,Испания,middle,data engineer,1,0,0,0,0,0
890,Python/Data Modelling Developer,Luxoft,Польша,2 дня назад,Удаленная работа,Польша,middle,unknown,1,0,1,0,0,0
891,Lead Data Engineer - Music Distribution Software,Harnham,Франция,1 неделю назад,Гибридный формат работы,Франция,team lead,data engineer,1,0,1,0,0,0
892,Data Risk Developer,EUROP-IT Services,"Люксембург, Люксембург, Люксембург",3 недели назад,Гибридный формат работы,Люксембург,middle,unknown,1,0,1,1,0,0
893,Azure Data Engineer with .Net,"Techaxis, Inc","Утрехт, Голландия",1 неделю назад,Гибридный формат работы,Голландия,senior,data engineer,1,0,0,0,0,0
894,Data Engineer - German Multinational End Client,K2 Talent Solutions,"Барселона, Каталония, Испания",2 дня назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,1,0,1
895,Analytics Engineer,Cititec,"Берлин, Германия",3 дня назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,0,0,0
896,Data Engineer - Schwerpunkt Microsoft (m/w/d),DPD Deutschland,Германия,3 недели назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,0
897,Data Engineer Hadoop/ Talend,Société Free-Work,Франция,4 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
898,Young Graduate - MES & Data Historian Engineer,Process Automation Solutions,"Антверпен, Фландерс, Бельгия",1 неделю назад,Работа в офисе,Бельгия,middle,data engineer,1,0,0,1,0,0
899,Data Engineer / Software-Ingenieur / Informatiker (m/w/d) - Automatisierungstechnik,,"Дюссельдорф, Северный Рейн-Вестфалия, Германия",1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,0
900,Engineer Analytics (f/m/div)*,Infineon Technologies,"Виллах, Каринтия, Австрия",2 недели назад,Работа в офисе,Австрия,middle,data engineer,1,0,0,0,0,0
901,Working Student Data Engineer (f/m/d),GOhiring,"Берлин, Германия",3 недели назад,Удаленная работа,Германия,middle,data engineer,1,0,1,1,1,0
902,Ingénieur Data Spark/Scala H/F,GROUPAMA - G2S,"Пюто, Иль-де-Франс, Франция",2 недели назад,Гибридный формат работы,Франция,junior,unknown,1,0,0,0,0,0
903,Data Engineer till Coor i Stockholm,Ada Digital,"Стокгольм, Лен Стокгольм, Швеция",5 дней назад,Гибридный формат работы,Швеция,middle,data engineer,1,0,0,1,0,0
904,"Senior Analyst, Data Science",Dell Technologies,Словакия,7 часов назад,Удаленная работа,Словакия,senior,data scientist,1,0,1,1,0,0
905,Azure Data & AI Engineer,Devoteam M Cloud Norway,"Осло, Осло, Норвегия",1 неделю назад,Удаленная работа,Норвегия,senior,data engineer,1,0,1,1,0,0
906,"Data Platform Engineer, Cyber Data Science",State Street,"Килкенни, Графство Килкенни, Ирландия",4 недели назад,Работа в офисе,Ирландия,middle,data engineer,1,0,1,0,0,1
907,ML Ops and Data Engineer,Accenture Greece,"Афины, Аттика, Греция",2 недели назад,Работа в офисе,Греция,senior,data engineer,1,0,1,1,0,0
908,Ingénieur Data #Télétravail H/F,VeoNum Human First!,"Ренн, Бретань, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,unknown,1,0,1,1,0,1
909,Data Engineer Cloud– GCP F/H,VISEO,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 день назад,Гибридный формат работы,Франция,middle,data engineer,1,0,0,0,0,0
910,Data Developer for Databricks projects,Solita,"Лахти, Пяйят-Хяме, Финляндия",1 день назад,Работа в офисе,Финляндия,middle,unknown,1,0,0,0,1,0
911,Platform Engineer - Data Platform,Mambu,"Бухарест, Бухарест, Румыния",2 недели назад,Гибридный формат работы,Румыния,middle,data engineer,1,0,1,1,0,0
912,Data Vault Engineer,42c,Франция,1 неделю назад,Гибридный формат работы,Франция,middle,data engineer,1,0,0,0,0,0
913,Data Engineer (new product) (m/f/d),Sitel Group,"Гданьск, Померания, Польша",4 недели назад,Гибридный формат работы,Польша,middle,data engineer,1,0,1,1,0,1
914,AWS Cloud Engineer /Data Engineer,SIBLING,"Антверпен, Фландерс, Бельгия",2 дня назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,0,0,0,0
915,STAGE - Data Engineer Azure / GCP F/H,VISEO,"Тулуза, Окситания, Франция",4 дня назад,Гибридный формат работы,Франция,middle,data engineer,1,0,0,0,0,0
916,Data Engineer Snowflake H/F,Atos,"Пессак, Нувель-Акитэн, Франция",2 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
