,vacancy_name,company_name,city,date,workplace_type,area,level,speciality,schedule,salary,python,sql,apache,java
716,Data Science Engineer,,"Olen, Фландерс, Бельгия",2 недели назад,Работа в офисе,Бельгия,middle,data engineer,1,0,1,1,0,0
717,Data Science Engineer,,"Olen, Фландерс, Бельгия",2 недели назад,Работа в офисе,Бельгия,middle,data engineer,1,0,1,1,0,0
718,Datový Analytik Acquiring,CSOB,"Прага, Прага, Чехия",3 недели назад,Гибридный формат работы,Чехия,senior,unknown,1,0,0,1,0,0
719,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Белефельд, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
720,MICROELECTRONICS (MEMS) DATA-ENGINEER,Bosch Magyarország,"Будапешт, Будапешт, Венгрия",3 недели назад,Гибридный формат работы,Венгрия,middle,unknown,1,0,1,0,0,0
721,Data Engineer / Architect Cloud - Azure / AWS,NTT DATA Europe & Latam,"Барселона, Каталония, Испания",5 дней назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,0,0,1
722,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Мангайм, Баден-Вюртемберг, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
723,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Бонн, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
724,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Галле Халле, Саксония-Анхальт, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
725,Junior Data & AI Engineer,Accenture Italia,"Турин, Пьемонт, Италия",11 часов назад,Гибридный формат работы,Италия,junior,data engineer,1,0,1,0,0,0
726,"Full Stack Developer – Data & Analytics, Tietoevry Care",Tietoevry,"Тампере, Пирканмаа, Финляндия",4 дня назад,Гибридный формат работы,Финляндия,junior,data analyst,1,0,0,0,0,0
727,Data Engineer (m/w/d),Michael Page,Германия,3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,1,0,0,1
728,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Дрезден, Саксония, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
729,Junior Data Platform Engineer (m/w/d),DEVK Versicherungen,"Кёльн, Северный Рейн-Вестфалия, Германия",6 дней назад,Гибридный формат работы,Германия,junior,data engineer,1,0,0,0,0,0
730,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Штутгарт, Баден-Вюртемберг, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
731,Azure DevOps Engineer - Data Solutions,Cegeka,"Фландерс, Бельгия",1 неделю назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,0,0,0,0
732,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Мюнстер, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
733,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Эссен, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
734,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Бремен, Бремен, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
735,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Висбаден, Гессен, Германия",2 месяца назад,Удаленная работа,Германия,junior,data engineer,1,0,0,1,0,1
736,Data Solutions Engineer,CHEP,Испания,3 недели назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,1,0,0
737,Er du vores nye Data Engineer?,Sparekassen Sjælland-Fyn,"Хольбек, Зеландия, Дания",2 дня назад,Работа в офисе,Дания,middle,data engineer,1,0,1,1,0,0
738,"FUTURE TALENT, Data Engineer trainee",CGI,"Joensuu, Пирканмаа, Финляндия",1 неделю назад,Работа в офисе,Финляндия,middle,data engineer,1,0,1,1,0,0
739,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Ганновер, Нижняя Саксония, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
740,Machine Learning Data Engineer,Pfizer,Германия,3 дня назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,1
741,Oferta de emprego: Data Visualization Developer (m/f),Passio Consulting,"Лисбоа, Лисбоа, Португалия",2 месяца назад,Работа в офисе,Португалия,middle,unknown,1,0,0,0,0,0
742,QLIK-SENSE CONSULTANT (híbrido Porto),iTRecruiter,"Лисбоа, Лисбоа, Португалия",4 дня назад,Удаленная работа,Португалия,middle,unknown,1,0,0,1,0,0
743,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Фрайбург-в-Брайсгау, Баден-Вюртемберг, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
744,Outfitberater (m/w/d) at ZOTTO GmbH & Co. KG,join.com,"Кемпен, Северный Рейн-Вестфалия, Германия",1 неделю назад,Работа в офисе,Германия,middle,unknown,1,0,0,0,0,0
745,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Дюссельдорф, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
746,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Кёльн, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
747,DWH Data Engineer (m/w/d),softwareXperts GmbH,"Au bei Gaishorn am See, Штирия, Австрия",3 недели назад,Работа в офисе,Австрия,middle,data engineer,1,0,0,0,0,0
748,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,Германия,2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
749,Data Engineer (Dutch Speaker),Oracle,Голландия,1 неделю назад,Удаленная работа,Голландия,middle,data engineer,1,0,0,1,0,0
750,Data Engineer (m/f/d) Futura Hub,Esprit,Голладния,3 недели назад,Работа в офисе,Голладния,middle,data engineer,1,0,1,1,1,0
751,Cloud Data Engineer – IBM Client Innovation Center,IBM,"Копенгаген, Капитал, Дания",3 дня назад,Работа в офисе,Дания,middle,data engineer,1,0,1,1,0,0
752,Cloud Engineer - Next Gen Data Solutions | Valcon,Cooder,"Утрехт, Утрехт, Голландия",1 месяц назад,Гибридный формат работы,Голландия,middle,data engineer,1,0,0,0,0,0
753,Data Platform Engineer,the LEGO Group,"Биллунн, Южная Ютландия, Дания",1 неделю назад,Работа в офисе,Дания,senior,data engineer,1,0,1,0,0,0
754,Programmatic Expert,Publicis Groupe,Польша,4 дня назад,Работа в офисе,Польша,middle,unknown,1,0,0,0,0,0
755,Python Software Engineer for Data Analytics,Cortex IT Recruitment,"Ани-Мартен-Рьё, О-де-Франс, Франция",3 месяца назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,0
756,Backend Engineer Data | Python - Airflow | SaaS dans une Scale up Data internationale | Full remote,Octopus IT - Expert du recrutement tech,Франция,2 месяца назад,Удаленная работа,Франция,senior,data engineer,1,0,1,1,1,0
757,Data Engineer B2C Commerce (m/f/d),Esprit,"Ратинген, Северный Рейн-Вестфалия, Германия",3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
758,Data Engineer B2C Commerce (m/f/d),Esprit,Голладния,3 недели назад,Работа в офисе,Голладния,middle,data engineer,1,0,0,0,0,0
759,Daten Analyst (m/w/d),Würzburger Milchwerke GmbH,"Вюрцбург, Бавария, Германия",19 часов назад,Гибридный формат работы,Германия,middle,data analyst,1,0,0,0,0,0
760,"Ingénieur Système Linux & Devops - CLIENT FINAL - Télétravail 100% F/H - Système, réseaux, données (H/F)",OCG CONSEIL,"Анмас, Овернь-Рона-Альпы, Франция",3 дня назад,Работа в офисе,Франция,junior,unknown,1,0,0,0,1,0
761,Data Engineer Big Data H/F,CGI,"Турс, Центр-Долина Луары, Франция",2 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,1
762,DevOps Engineer:in Data Analytics und Intelligence,Deutsche Bahn,Германия,2 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,0
763,Advanced Analytics Junior Data Engineer,Procter & Gamble,Польша,3 недели назад,Работа в офисе,Польша,junior,data engineer,1,0,1,0,0,1
764,Data QA Engineer,ZigZag Global,"Лисбоа, Лисбоа, Португалия",4 недели назад,Работа в офисе,Португалия,middle,data engineer,1,0,0,1,0,0
765,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,Германия,1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
766,Data Analyst/ Scientist,LeLynx.fr,Франция,21 час назад,Работа в офисе,Франция,middle,data scientist,1,0,1,1,0,0
767,Consultant Centre de Compétence Qlik (H/F/NB),Keyrus,"Экс-ан-Прованс, Прованс-Альпы-Лазурный Берег, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,unknown,1,0,0,0,0,0
768,Data Engineer/ Python Entwickler (m/w/d),Antal International,"Кауферинг, Бавария, Германия",1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,1
769,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Аахен, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
770,Software Engineer - Cloud Security Analytics,Bitdefender,"Клуж-Напока, Клуж, Румыния",7 месяцев назад,Работа в офисе,Румыния,middle,data engineer,1,0,1,0,1,0
771,ML Ops and Data Engineer,Accenture Greece,"Салоники, Центральная Македония, Греция",2 недели назад,Работа в офисе,Греция,senior,data engineer,1,0,1,1,0,0
772,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,Германия,1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
773,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Розенхайм, Бавария, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
774,Lead Backend Engineer (m/w/d) - Data Analytics-Platform,Bundesdruckerei-Gruppe,Германия,2 недели назад,Работа в офисе,Германия,team lead,data engineer,1,0,0,1,0,1
775,Data Backend Engineer (Tools and Simulations) - Games,Embark Studios,"Стокгольм, Лен Стокгольм, Швеция",1 неделю назад,Работа в офисе,Швеция,middle,data engineer,1,0,1,0,0,0
776,Data Engineer Risk & Control,Ahold Delhaize,"Бухарест, Румыния",3 недели назад,Гибридный формат работы,Румыния,middle,data engineer,1,0,1,1,0,0
777,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Нюрнберг, Бавария, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
778,Data / ML Engineer,THE KEENFOLKS,"Барселона, Каталония, Испания",2 месяца назад,Работа в офисе,Испания,middle,data engineer,1,0,1,0,0,0
779,Software Development Engineer III - Data (Fulfillment),Tesco Technology,"Краков, Малое польское воеводство, Польша",1 неделю назад,Гибридный формат работы,Польша,middle,data engineer,1,0,0,0,0,0
780,"Full Stack Developer – Data & Analytics, Tietoevry Care",Tietoevry,"Ювяскюля, Центральная Финляндия, Финляндия",4 дня назад,Гибридный формат работы,Финляндия,junior,data analyst,1,0,0,0,0,0
781,Analytics Engineer (w/m/d),Lotum GmbH,Германия,1 день назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,1
782,Quantitative Data Software Engineer,"Susquehanna International Group, LLP (SIG)","Дублин, Графство Дублин, Ирландия",3 недели назад,Гибридный формат работы,Ирландия,middle,data engineer,1,0,1,0,0,0
783,Data/Software Engineer for Analytics Solutions,Allianz Technology,"Унтерфёринг, Бавария, Германия",1 месяц назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,1
784,Cloud Data Engineer/ Machine Learning,Michael Page,"Штутгарт, Баден-Вюртемберг, Германия",4 недели назад,Гибридный формат работы,Германия,junior,data engineer,1,0,1,0,0,0
785,Backend Developer/Data Engineer (m/f/d),Vodafone,"Дрезден, Саксония, Германия",1 месяц назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,0,0,1
786,"Data Analyst / Decision Scientist, Growth",Vinted,"Вильнюс, Вильнюсский уезд, Литва",2 недели назад,Работа в офисе,Литва,middle,data scientist,1,0,1,1,0,0
787,Python Engineer- Master Data,BESTSELLER,Голладния,2 недели назад,Работа в офисе,Голладния,middle,data engineer,1,0,1,0,0,1
788,Datenanalyst *,BAWAG Group,"Вена, Вена, Австрия",3 недели назад,Работа в офисе,Австрия,middle,data analyst,1,0,0,1,0,0
789,Stage - Développeuse/Développeur DATA - Nantes H/F,Groupe Crédit Agricole,"Нант, Луара, Франция",3 недели назад,Работа в офисе,Франция,middle,unknown,1,0,0,0,0,0
790,Senior Biostatistics,PharmiWeb.Jobs: Global Life Science Jobs,"Андорра, Арагон, Испания",1 неделю назад,Работа в офисе,Испания,junior,unknown,1,0,0,0,0,0
791,Senior Biostatistics,PharmiWeb.Jobs: Global Life Science Jobs,"Андорра, Арагон, Испания",1 неделю назад,Работа в офисе,Испания,junior,unknown,1,0,0,0,0,0
792,Software Engineer/Data Engineer,360 medics,"Лион, Овернь-Рона-Альпы, Франция",2 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,0
793,Platform Engineer - Data Platform,Mambu,"Вильнюс, Вильнюсский уезд, Литва",1 неделю назад,Гибридный формат работы,Литва,middle,data engineer,1,0,1,1,0,0
794,Datový analytik v pojišťovnictví,UNIQA CZ,"Прага, Прага, Чехия",2 недели назад,Гибридный формат работы,Чехия,middle,unknown,1,0,0,1,0,0
795,Data Engineer - Stream Data Processing - Distributed Data Processing,Pathway,Франция,19 часов назад,Удаленная работа,Франция,middle,data engineer,1,0,1,1,0,0
796,Cloud Data Engineer für IT Cloud Development & Services (all genders),thyssenkrupp Presta AG,"Eschen, Эшен, Лихтенштейн",2 недели назад,Работа в офисе,Лихтенштейн,middle,data engineer,1,0,1,1,0,1
797,Java Developer w zespole Data Analytics (freelance),PwC Polska,Польша,1 месяц назад,Удаленная работа,Польша,middle,data analyst,1,0,0,1,0,1
798,Platform Engineer - Data Platform,Mambu,Голладния,2 недели назад,Гибридный формат работы,Голладния,middle,data engineer,1,0,1,1,0,0
799,AWS Developer - Data Engineer,Omega CRM,Испания,2 дня назад,Удаленная работа,Испания,middle,data engineer,1,0,1,1,1,0
800,Data Engineer B2C Commerce (m/w/d),Esprit,"Ратинген, Северный Рейн-Вестфалия, Германия",3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
801,DATA & SOFTWARE ENGINEER,Moxoff SpA,"Милан, Ломбардия, Италия",2 месяца назад,Гибридный формат работы,Италия,middle,unknown,1,0,1,1,1,1
802,Data Risk Developer,Amexio Belgium & Luxembourg,"Люксембург, Люксембург, Люксембург",2 недели назад,Гибридный формат работы,Люксембург,middle,unknown,1,0,1,1,0,0
803,Expert Data Engineer (m/w/d),Alexander Thamm [at],"Кёльн, Северный Рейн-Вестфалия, Германия",9 часов назад,Работа в офисе,Германия,middle,data engineer,1,0,1,0,0,1
804,(Senior) Software Engineer (Golang) - Customer Data Platform (f/m/d),Delivery Hero,Германия,2 недели назад,Работа в офисе,Германия,senior,data engineer,1,0,0,0,0,0
805,Data Engineer (m/w/d) - Fokus Cloud Engineering,Alexander Thamm [at],Германия,3 часа назад,Работа в офисе,Германия,junior,data engineer,1,0,1,1,0,1
806,Software Developer / Data Engineer (m/f/d),Zeppelin Group,"Гархинг-бай-Мюнхен, Бавария, Германия",1 неделю назад,Работа в офисе,Германия,junior,data engineer,1,0,1,1,0,1
807,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Карлсруе, Баден-Вюртемберг, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
808,Junior Data Engineer (m/w/d),Positive Thinking Company,Германия,3 часа назад,Работа в офисе,Германия,junior,data engineer,1,0,1,1,0,1
809,Lead Backend Engineer (m/w/d) - Daten und Analytics Plattform,,Германия,2 месяца назад,Гибридный формат работы,Германия,team lead,data engineer,1,0,0,1,0,1
810,Google Cloud Platform Data Engineer,IBM,"Бухарест, Бухарест, Румыния",2 дня назад,Работа в офисе,Румыния,middle,data engineer,1,0,1,1,0,1
811,Software Development Engineer II - Data Engineering (Forecasting),Tesco Technology,"Краков, Малое польское воеводство, Польша",2 месяца назад,Гибридный формат работы,Польша,middle,data engineer,1,0,0,1,0,0
812,Data Software Engineer,The Workshop - Inventors of Play,"Малага, Андалусия, Испания",1 неделю назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,1,1,1
813,(Senior) Consultant Data Analyst/Data Scientist,Deloitte,"Завентем, Фландерс, Бельгия",2 недели назад,Гибридный формат работы,Бельгия,senior,data scientist,1,0,1,1,1,0
814,Engineer for Power Analysis (f/m/div)*,Infineon Technologies,"Виллах, Каринтия, Австрия",2 недели назад,Гибридный формат работы,Австрия,middle,data engineer,1,0,1,0,0,0
815,Data Platform Engineer,Alliander,"Арнем, Гелдерланд, Голландия",2 месяца назад,Работа в офисе,Голландия,middle,data engineer,1,0,0,0,0,0
816,Data Software Engineer,The Workshop - Inventors of Play,Испания,1 неделю назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,1,1,1
817,Data Platform Engineer,Darwin Recruitment,"Осло, Осло, Норвегия",1 неделю назад,Работа в офисе,Норвегия,middle,data engineer,1,0,0,1,0,0
818,Data Engineer (m/w/d) zur Hebung von Kostensenkungs- und Umsatzsteigerungspotenzialen,CGI,"Франкфурт-на-Одере, Бранденбург, Германия",5 дней назад,Работа в офисе,Германия,junior,data engineer,1,0,1,1,0,1
819,NLP Data Engineer,Metrica Recruitment,"Ани-Мартен-Рьё, О-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,1,0,0
820,Data Platform Engineer,Darwin Recruitment,"Осло, Осло, Норвегия",1 неделю назад,Работа в офисе,Норвегия,middle,data engineer,1,0,0,1,0,0
821,"Full Stack Developer – Data & Analytics, Tietoevry Care",Tietoevry,"Оулу, Северная Остроботния, Финляндия",4 дня назад,Гибридный формат работы,Финляндия,junior,data analyst,1,0,0,0,0,0
822,Data Engineer confirm (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Пюто, Иль-де-Франс, Франция",3 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,1,0,0
823,team Qlik Sense Consultant,team.it,Португалия,4 дня назад,Удаленная работа,Португалия,middle,unknown,1,0,0,1,0,0
824,Data Processing Platform Engineer,Harnham,"Дюссельдорф, Северный Рейн-Вестфалия, Германия",1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,0
825,Risk Data Engineer (w/m/d),Mercedes-Benz Bank AG,"Штутгарт, Баден-Вюртемберг, Германия",1 день назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,0
826,Data Developer for Databricks projects,Solita,"Оулу, Северная Остроботния, Финляндия",1 день назад,Работа в офисе,Финляндия,middle,unknown,1,0,0,0,1,0
827,Data – Front-end developer / Web developer,Aerospacelab,"Лувен-ла-Нев, Валлония, Бельгия",1 месяц назад,Работа в офисе,Бельгия,middle,unknown,1,0,1,1,0,1
828,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Лейпциг, Саксония, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
829,Data Engineer Confirmé - Full remote H/F (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Тулуза, Окситания, Франция",3 недели назад,Гибридный формат работы,Франция,junior,data engineer,1,0,0,1,0,1
830,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,Германия,2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
831,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Аугсбург, Бавария, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
832,Dataanalytiker till Konkurrensverket,Konkurrensverket,"Стокгольм, Лен Стокгольм, Швеция",3 дня назад,Работа в офисе,Швеция,middle,unknown,1,0,1,0,0,0
833,"Staff Engineer/ Expert, AD Data Platform Operation (m/f/x)",NIO,"Берлин, Германия",4 дня назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
834,Data Engineer RUN Teradata H/F (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Вильжюиф, Иль-де-Франс, Франция",2 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,0,1,0,1
835,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Штутгарт, Баден-Вюртемберг, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
836,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Кёльн, Северный Рейн-Вестфалия, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
837,Cloud Data Developer (m/w/d),Michael Page,Германия,4 недели назад,Гибридный формат работы,Германия,middle,unknown,1,0,0,0,0,0
838,Développeur Master Data Management F/H/X,Garance,Франция,1 неделю назад,Гибридный формат работы,Франция,middle,unknown,1,0,1,1,0,0
839,DATA ENGINEER & PRODUCT SPECIALIST,Irion,"Турин, Пьемонт, Италия",4 недели назад,Гибридный формат работы,Италия,middle,unknown,1,0,0,1,0,0
840,Data Engineer (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Экс-ан-Прованс, Прованс-Альпы-Лазурный Берег, Франция",3 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,0,0,0,0
841,Data Developer for Databricks projects,Solita,"Ювяскюля, Центральная Финляндия, Финляндия",1 день назад,Работа в офисе,Финляндия,middle,unknown,1,0,0,0,1,0
842,Data Engineer Financial Platforms (m/w/d),Allianz Technology,"Штутгарт, Баден-Вюртемберг, Германия",2 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,1,1
843,Analista Programador / Ingeniero de datos,ebroker,"Правиа, Астурия, Испания",3 дня назад,Гибридный формат работы,Испания,middle,unknown,1,0,0,1,0,0
844,Reliability Engineer Vertriebs-IT Data & Analytics (w/m/x),BMW Group,Германия,1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
845,Data Engineer Cloud / lead dev senior,Auchan Retail,"Люксембург, Люксембург",1 день назад,Работа в офисе,Люксембург,team lead,data engineer,1,0,0,1,0,1
846,"Full Stack Developer – Data & Analytics, Tietoevry Care",Tietoevry,"Куопио, Северное Саво, Финляндия",4 дня назад,Гибридный формат работы,Финляндия,junior,data analyst,1,0,0,0,0,0
847,Python/Data Modelling Developer,Luxoft,Польша,2 дня назад,Удаленная работа,Польша,middle,unknown,1,0,1,0,0,0
848,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Этлинген, Баден-Вюртемберг, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
849,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Гамбург, Гамбург, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
850,Software & Data engineer,Amsterdam UMC,Голладния,2 дня назад,Работа в офисе,Голладния,middle,data engineer,1,0,1,1,0,0
851,Data Engineer Confirmé - Toulouse H/F (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Тулуза, Окситания, Франция",3 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,0,1,0,1
852,Deep Learning Data Engineer,FLIR Systems,"Marke, Фландерс, Бельгия",1 месяц назад,Работа в офисе,Бельгия,middle,data engineer,1,0,0,0,0,0
853,Data Engineer - Flutter UK&I,Betfair Romania Development,Румыния,3 недели назад,Удаленная работа,Румыния,middle,data engineer,1,0,1,1,0,1
854,Data Engineer Teradata H/F,Société Free-Work,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,0,0,0,0
855,Data Engineer / Splunk Experte (w/m/x),NTT DATA DACH,"Вольфсбург, Нижняя Саксония, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
856,Young Graduate - MES & Data Historian Engineer,,"Антверпен, Фландерс, Бельгия",2 недели назад,Работа в офисе,Бельгия,middle,data engineer,1,0,0,1,0,0
857,Real-time Data Client - Java & Kafka Engineer,Vivid Resourcing Ltd,"Фландерс, Бельгия",2 недели назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,0,0,0,1
858,Car Configurator Data and Domain Engineer (m/w/d),SThree,"Ульм, Баден-Вюртемберг, Германия",3 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,0,0,0,0
859,Systemutvecklare / Data Engineer,FRA - Försvarets radioanstalt,"Стокгольм, Лен Стокгольм, Швеция",1 неделю назад,Гибридный формат работы,Швеция,junior,data engineer,1,0,1,1,0,1
860,Data Engineer mit Schwerpunkt SAS (m/w/d),"MarAnCon Gesellschaft für Marketing, Analyse und Consulting","Бонн, Северный Рейн-Вестфалия, Германия",1 неделю назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,0
861,AWS Data Platform Engineer,Michael Page,"Милан, Ломбардия, Италия",1 месяц назад,Гибридный формат работы,Италия,middle,data engineer,1,0,0,0,0,1
862,Operation Data Cloud Solutions - Full Stack Developer,Alstom,"Креспен, О-де-Франс, Франция",3 дня назад,Гибридный формат работы,Франция,middle,unknown,1,0,0,0,0,1
863,Data Developer for Databricks projects,Solita,"Joensuu, Центральная Финляндия, Финляндия",5 дней назад,Работа в офисе,Финляндия,middle,unknown,1,0,0,0,1,0
864,Data Software Engineer,EPAM Systems,Венгрия,2 недели назад,Удаленная работа,Венгрия,middle,data engineer,1,0,1,1,0,1
865,Sustainability Engineer Data Scientist,Energy Resourcing Group,"Meise, Фландерс, Бельгия",3 недели назад,Работа в офисе,Бельгия,middle,data engineer,1,0,0,0,0,0
866,Cloud Architect / Data Engineer - Distribution Innovation,Distribution Innovation,"Осло, Осло, Норвегия",1 неделю назад,Гибридный формат работы,Норвегия,middle,data engineer,1,0,1,0,0,0
867,Data Front End developer,Cegeka,"Фландерс, Бельгия",1 неделю назад,Гибридный формат работы,Бельгия,middle,unknown,1,0,0,0,0,0
868,Københavns Politi søger strategisk dataanalytiker,Politi,"Копенгаген, Капитал, Дания",2 дня назад,Гибридный формат работы,Дания,middle,unknown,1,0,0,0,0,0
